,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
4099,4099,HIND507425,The whole. us will go for the party.,2,"[""('The', 'DT')"", ""('whole', 'NN')"", ""('.', '.')"", ""('us', 'PRP')"", ""('will', 'MD')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('.', '.')""]","[""('whole', 'NN')"", ""('The', 'DT')""]"
4100,4100,HIND509262,Most those people are foreigners.,3,"[""('Most', 'JJS')"", ""('those', 'DT')"", ""('people', 'NNS')"", ""('are', 'VBP')"", ""('foreigners', 'NNS')"", ""('.', '.')""]","[""('Most', 'JJS')""]"
4101,4101,HIND509262,None those people are foreigners.,3,"[""('None', 'NN')"", ""('those', 'DT')"", ""('people', 'NNS')"", ""('are', 'VBP')"", ""('foreigners', 'NNS')"", ""('.', '.')""]","[""('None', 'NN')""]"
4102,4102,HIND509262,Half of those people are foreigners.,3,"[""('Half', 'NN')"", ""('of', 'IN')"", ""('those', 'DT')"", ""('people', 'NNS')"", ""('are', 'VBP')"", ""('foreigners', 'NNS')"", ""('.', '.')""]",[]
4103,4103,HIND509262,The whole those people are foreigners.,3,"[""('The', 'DT')"", ""('whole', 'JJ')"", ""('those', 'DT')"", ""('people', 'NNS')"", ""('are', 'VBP')"", ""('foreigners', 'NNS')"", ""('.', '.')""]","[""('The', 'DT')"", ""('whole', 'JJ')""]"
4104,4104,HIND511309,He has drunk the whole a litre of whisky already.,4,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('drunk', 'VBN')"", ""('the', 'DT')"", ""('whole', 'NN')"", ""('a', 'DT')"", ""('litre', 'NN')"", ""('of', 'IN')"", ""('whisky', 'JJ')"", ""('already', 'RB')"", ""('.', '.')""]","[""('whole', 'NN')"", ""('the', 'DT')""]"
4105,4105,HIND511309,He has drunk none a litre of whisky already.,4,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('drunk', 'VBN')"", ""('none', 'NN')"", ""('a', 'DT')"", ""('litre', 'NN')"", ""('of', 'IN')"", ""('whisky', 'JJ')"", ""('already', 'RB')"", ""('.', '.')""]","[""('none', 'NN')""]"
4106,4106,HIND511309,He has drunk most a litre of whisky already.,4,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('drunk', 'VBN')"", ""('most', 'JJS')"", ""('a', 'DT')"", ""('litre', 'NN')"", ""('of', 'IN')"", ""('whisky', 'JJ')"", ""('already', 'RB')"", ""('.', '.')""]","[""('most', 'JJS')""]"
4107,4107,HIND511309,He has drunk half a litre of whisky already.,4,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('drunk', 'VBN')"", ""('half', 'PDT')"", ""('a', 'DT')"", ""('litre', 'NN')"", ""('of', 'IN')"", ""('whisky', 'JJ')"", ""('already', 'RB')"", ""('.', '.')""]",[]
4108,4108,HIND513542,Lots of undergraduate students drop out every year.,1,"[""('Lots', 'NNS')"", ""('of', 'IN')"", ""('undergraduate', 'JJ')"", ""('students', 'NNS')"", ""('drop', 'NN')"", ""('out', 'IN')"", ""('every', 'DT')"", ""('year', 'NN')"", ""('.', '.')""]",[]
4109,4109,HIND513542,Lot of undergraduate students drop out every year.,1,"[""('Lot', 'NNP')"", ""('of', 'IN')"", ""('undergraduate', 'JJ')"", ""('students', 'NNS')"", ""('drop', 'NN')"", ""('out', 'IN')"", ""('every', 'DT')"", ""('year', 'NN')"", ""('.', '.')""]","[""('Lot', 'NNP')""]"
4110,4110,HIND513542, ,1,[],[]
4111,4111,HIND513542, ,1,[],[]
4112,4112,HIND516229,"How many people did you know at the party?' Several - one or two from college, and a couple from the area.",1,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('people', 'NNS')"", ""('did', 'VBD')"", ""('you', 'PRP')"", ""('know', 'VBP')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('?', '.')"", '(""\'"", ""\'\'"")', ""('Several', 'JJ')"", ""('-', ':')"", ""('one', 'CD')"", ""('or', 'CC')"", ""('two', 'CD')"", ""('from', 'IN')"", ""('college', 'NN')"", ""(',', ',')"", ""('and', 'CC')"", ""('a', 'DT')"", ""('couple', 'NN')"", ""('from', 'IN')"", ""('the', 'DT')"", ""('area', 'NN')"", ""('.', '.')""]",[]
4113,4113,HIND516229,"How many people did you know at the party?' Much - one or two from college, and a couple from the area.",1,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('people', 'NNS')"", ""('did', 'VBD')"", ""('you', 'PRP')"", ""('know', 'VBP')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('?', '.')"", '(""\'"", ""\'\'"")', ""('Much', 'JJ')"", ""('-', ':')"", ""('one', 'CD')"", ""('or', 'CC')"", ""('two', 'CD')"", ""('from', 'IN')"", ""('college', 'NN')"", ""(',', ',')"", ""('and', 'CC')"", ""('a', 'DT')"", ""('couple', 'NN')"", ""('from', 'IN')"", ""('the', 'DT')"", ""('area', 'NN')"", ""('.', '.')""]","[""('Much', 'JJ')""]"
4114,4114,HIND516229, ,1,[],[]
4115,4115,HIND516229, ,1,[],[]
4116,4116,HIND537532,Does each of you have a copy of the paper?,1,"[""('Does', 'NNP')"", ""('each', 'DT')"", ""('of', 'IN')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('copy', 'NN')"", ""('of', 'IN')"", ""('the', 'DT')"", ""('paper', 'NN')"", ""('?', '.')""]",[]
4117,4117,HIND537532,Does every of you have a copy of the paper?,1,"[""('Does', 'NNP')"", ""('every', 'DT')"", ""('of', 'IN')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('copy', 'NN')"", ""('of', 'IN')"", ""('the', 'DT')"", ""('paper', 'NN')"", ""('?', '.')""]","[""('every', 'DT')""]"
4118,4118,HIND537532, ,1,[],[]
4119,4119,HIND537532, ,1,[],[]
4120,4120,HIND539579,Last year both student had to pay the same fee.,2,"[""('Last', 'JJ')"", ""('year', 'NN')"", ""('both', 'DT')"", ""('student', 'NN')"", ""('had', 'VBD')"", ""('to', 'TO')"", ""('pay', 'VB')"", ""('the', 'DT')"", ""('same', 'JJ')"", ""('fee', 'NN')"", ""('.', '.')""]","[""('both', 'DT')""]"
4121,4121,HIND539579,Last year every student had to pay the same fee.,2,"[""('Last', 'JJ')"", ""('year', 'NN')"", ""('every', 'DT')"", ""('student', 'NN')"", ""('had', 'VBD')"", ""('to', 'TO')"", ""('pay', 'VB')"", ""('the', 'DT')"", ""('same', 'JJ')"", ""('fee', 'NN')"", ""('.', '.')""]",[]
4122,4122,HIND539579,Last year all student had to pay the same fee.,2,"[""('Last', 'JJ')"", ""('year', 'NN')"", ""('all', 'DT')"", ""('student', 'NN')"", ""('had', 'VBD')"", ""('to', 'TO')"", ""('pay', 'VB')"", ""('the', 'DT')"", ""('same', 'JJ')"", ""('fee', 'NN')"", ""('.', '.')""]","[""('all', 'DT')""]"
4123,4123,HIND539579, ,2,[],[]
4124,4124,HIND541019,She seems to be getting prettier all time I see her.,2,"[""('She', 'PRP')"", ""('seems', 'VBZ')"", ""('to', 'TO')"", ""('be', 'VB')"", ""('getting', 'VBG')"", ""('prettier', 'IN')"", ""('all', 'DT')"", ""('time', 'NN')"", ""('I', 'PRP')"", ""('see', 'VBP')"", ""('her', 'PRP')"", ""('.', '.')""]","[""('all', 'DT')"", ""('prettier', 'IN')""]"
4125,4125,HIND541019,She seems to be getting prettier each time I see her.,2,"[""('She', 'PRP')"", ""('seems', 'VBZ')"", ""('to', 'TO')"", ""('be', 'VB')"", ""('getting', 'VBG')"", ""('prettier', 'JJR')"", ""('each', 'DT')"", ""('time', 'NN')"", ""('I', 'PRP')"", ""('see', 'VBP')"", ""('her', 'PRP')"", ""('.', '.')""]",[]
4126,4126,HIND541019,She seems to be getting prettier single time I see her.,2,"[""('She', 'PRP')"", ""('seems', 'VBZ')"", ""('to', 'TO')"", ""('be', 'VB')"", ""('getting', 'VBG')"", ""('prettier', 'JJR')"", ""('single', 'JJ')"", ""('time', 'NN')"", ""('I', 'PRP')"", ""('see', 'VBP')"", ""('her', 'PRP')"", ""('.', '.')""]","[""('single', 'JJ')""]"
4127,4127,HIND541019, ,2,[],[]
4128,4128,HIND542830,She was wearing beautiful bracelets on each hand.,1,"[""('She', 'PRP')"", ""('was', 'VBD')"", ""('wearing', 'VBG')"", ""('beautiful', 'JJ')"", ""('bracelets', 'NNS')"", ""('on', 'IN')"", ""('each', 'DT')"", ""('hand', 'NN')"", ""('.', '.')""]",[]
4129,4129,HIND542830,She was wearing beautiful bracelets on all hand.,1,"[""('She', 'PRP')"", ""('was', 'VBD')"", ""('wearing', 'VBG')"", ""('beautiful', 'JJ')"", ""('bracelets', 'NNS')"", ""('on', 'IN')"", ""('all', 'DT')"", ""('hand', 'NN')"", ""('.', '.')""]","[""('all', 'DT')""]"
4130,4130,HIND542830,She was wearing beautiful bracelets on every hand.,1,"[""('She', 'PRP')"", ""('was', 'VBD')"", ""('wearing', 'VBG')"", ""('beautiful', 'JJ')"", ""('bracelets', 'NNS')"", ""('on', 'IN')"", ""('every', 'DT')"", ""('hand', 'NN')"", ""('.', '.')""]","[""('every', 'DT')""]"
4131,4131,HIND542830, ,1,[],[]
4132,4132,HIND545087,Each of my friends kissed me goodbye.,1,"[""('Each', 'DT')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('kissed', 'VBN')"", ""('me', 'PRP')"", ""('goodbye', 'NN')"", ""('.', '.')""]",[]
4133,4133,HIND545087,Every of my friends kissed me goodbye.,1,"[""('Every', 'DT')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('kissed', 'VBN')"", ""('me', 'PRP')"", ""('goodbye', 'NN')"", ""('.', '.')""]","[""('Every', 'DT')""]"
4134,4134,HIND545087, ,1,[],[]
4135,4135,HIND545087, ,1,[],[]
4136,4136,HIND547333,Almost each person I know likes chocolate.,2,"[""('Almost', 'RB')"", ""('each', 'DT')"", ""('person', 'NN')"", ""('I', 'PRP')"", ""('know', 'VBP')"", ""('likes', 'JJ')"", ""('chocolate', 'NN')"", ""('.', '.')""]","[""('each', 'DT')""]"
4137,4137,HIND547333,Almost every person I know likes chocolate.,2,"[""('Almost', 'RB')"", ""('every', 'DT')"", ""('person', 'NN')"", ""('I', 'PRP')"", ""('know', 'VBP')"", ""('likes', 'JJ')"", ""('chocolate', 'NN')"", ""('.', '.')""]",[]
4138,4138,HIND547333,Almost both  person I know likes chocolate.,2,"[""('Almost', 'RB')"", ""('both', 'DT')"", ""('person', 'NN')"", ""('I', 'PRP')"", ""('know', 'VBP')"", ""('likes', 'JJ')"", ""('chocolate', 'NN')"", ""('.', '.')""]","[""('both', 'DT')""]"
4139,4139,HIND547333, ,2,[],[]
4140,4140,HIND549387,The Olympic games are held each four years.,2,"[""('The', 'DT')"", ""('Olympic', 'NNP')"", ""('games', 'NNS')"", ""('are', 'VBP')"", ""('held', 'VBN')"", ""('each', 'DT')"", ""('four', 'CD')"", ""('years', 'NNS')"", ""('.', '.')""]","[""('each', 'DT')""]"
4141,4141,HIND549387,The Olympic games are held every four years.,2,"[""('The', 'DT')"", ""('Olympic', 'NNP')"", ""('games', 'NNS')"", ""('are', 'VBP')"", ""('held', 'VBN')"", ""('every', 'DT')"", ""('four', 'CD')"", ""('years', 'NNS')"", ""('.', '.')""]",[]
4142,4142,HIND549387, ,2,[],[]
4143,4143,HIND549387, ,2,[],[]
4144,4144,HIND551840,In a game of tennis there are two or four players. Each player has a racket.,1,"[""('In', 'IN')"", ""('a', 'DT')"", ""('game', 'NN')"", ""('of', 'IN')"", ""('tennis', 'NN')"", ""('there', 'EX')"", ""('are', 'VBP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('four', 'CD')"", ""('players', 'NNS')"", ""('.', '.')"", ""('Each', 'DT')"", ""('player', 'NN')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('racket', 'NN')"", ""('.', '.')""]",[]
4145,4145,HIND551840,In a game of tennis there are two or four players. All player has a racket.,1,"[""('In', 'IN')"", ""('a', 'DT')"", ""('game', 'NN')"", ""('of', 'IN')"", ""('tennis', 'NN')"", ""('there', 'EX')"", ""('are', 'VBP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('four', 'CD')"", ""('players', 'NNS')"", ""('.', '.')"", ""('All', 'DT')"", ""('player', 'NN')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('racket', 'NN')"", ""('.', '.')""]","[""('All', 'DT')""]"
4146,4146,HIND551840,In a game of tennis there are two or four players. Both  player has a racket.,1,"[""('In', 'IN')"", ""('a', 'DT')"", ""('game', 'NN')"", ""('of', 'IN')"", ""('tennis', 'NN')"", ""('there', 'EX')"", ""('are', 'VBP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('four', 'CD')"", ""('players', 'NNS')"", ""('.', '.')"", ""('Both', 'DT')"", ""('player', 'NN')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('racket', 'NN')"", ""('.', '.')""]","[""('Both', 'DT')""]"
4147,4147,HIND551840, ,1,[],[]
4148,4148,HIND553370,Sarah plays volleyball all Thursday morning.,2,"[""('Sarah', 'NNP')"", ""('plays', 'VBZ')"", ""('volleyball', 'VB')"", ""('all', 'DT')"", ""('Thursday', 'NNP')"", ""('morning', 'NN')"", ""('.', '.')""]","[""('all', 'DT')"", ""('volleyball', 'VB')""]"
4149,4149,HIND553370,Sarah plays volleyball every Thursday morning.,2,"[""('Sarah', 'NNP')"", ""('plays', 'VBZ')"", ""('volleyball', 'NN')"", ""('every', 'DT')"", ""('Thursday', 'NNP')"", ""('morning', 'NN')"", ""('.', '.')""]",[]
4150,4150,HIND553370, ,2,[],[]
4151,4151,HIND553370, ,2,[],[]
4152,4152,HIND555111,"I tried to call her two or three times, but all time there was no reply.",2,"[""('I', 'PRP')"", ""('tried', 'VBD')"", ""('to', 'TO')"", ""('call', 'VB')"", ""('her', 'PRP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('three', 'CD')"", ""('times', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('all', 'DT')"", ""('time', 'NN')"", ""('there', 'EX')"", ""('was', 'VBD')"", ""('no', 'DT')"", ""('reply', 'NN')"", ""('.', '.')""]","[""('all', 'DT')""]"
4153,4153,HIND555111,"I tried to call her two or three times, but each time there was no reply.",2,"[""('I', 'PRP')"", ""('tried', 'VBD')"", ""('to', 'TO')"", ""('call', 'VB')"", ""('her', 'PRP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('three', 'CD')"", ""('times', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('each', 'DT')"", ""('time', 'NN')"", ""('there', 'EX')"", ""('was', 'VBD')"", ""('no', 'DT')"", ""('reply', 'NN')"", ""('.', '.')""]",[]
4154,4154,HIND555111,"I tried to call her two or three times, but both  time there was no reply.",2,"[""('I', 'PRP')"", ""('tried', 'VBD')"", ""('to', 'TO')"", ""('call', 'VB')"", ""('her', 'PRP')"", ""('two', 'CD')"", ""('or', 'CC')"", ""('three', 'CD')"", ""('times', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('both', 'DT')"", ""('time', 'NN')"", ""('there', 'EX')"", ""('was', 'VBD')"", ""('no', 'DT')"", ""('reply', 'NN')"", ""('.', '.')""]","[""('both', 'DT')""]"
4155,4155,HIND555111, ,2,[],[]
4156,4156,HIND557165,Neha has read all book in the library.,2,"[""('Neha', 'NNP')"", ""('has', 'VBZ')"", ""('read', 'VBN')"", ""('all', 'DT')"", ""('book', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('library', 'NN')"", ""('.', '.')""]","[""('all', 'DT')""]"
4157,4157,HIND557165,Neha has read every book in the library.,2,"[""('Neha', 'NNP')"", ""('has', 'VBZ')"", ""('read', 'VBN')"", ""('every', 'DT')"", ""('book', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('library', 'NN')"", ""('.', '.')""]",[]
4158,4158,HIND557165, ,2,[],[]
4159,4159,HIND557165, ,2,[],[]
4160,4160,HIND558795,Our football team is playing well. We've won each single game this season.,2,"[""('Our', 'PRP$')"", ""('football', 'NN')"", ""('team', 'NN')"", ""('is', 'VBZ')"", ""('playing', 'VBG')"", ""('well', 'RB')"", ""('.', '.')"", ""('We', 'PRP')"", '(""\'ve"", \'VBP\')', ""('won', 'VBN')"", ""('each', 'DT')"", ""('single', 'JJ')"", ""('game', 'NN')"", ""('this', 'DT')"", ""('season', 'NN')"", ""('.', '.')""]","[""('each', 'DT')""]"
4161,4161,HIND558795,Our football team is playing well. We've won every single game this season.,2,"[""('Our', 'PRP$')"", ""('football', 'NN')"", ""('team', 'NN')"", ""('is', 'VBZ')"", ""('playing', 'VBG')"", ""('well', 'RB')"", ""('.', '.')"", ""('We', 'PRP')"", '(""\'ve"", \'VBP\')', ""('won', 'VBN')"", ""('every', 'DT')"", ""('single', 'JJ')"", ""('game', 'NN')"", ""('this', 'DT')"", ""('season', 'NN')"", ""('.', '.')""]",[]
4162,4162,HIND558795,Our football team is playing well. We've won all single game this season.,2,"[""('Our', 'PRP$')"", ""('football', 'NN')"", ""('team', 'NN')"", ""('is', 'VBZ')"", ""('playing', 'VBG')"", ""('well', 'RB')"", ""('.', '.')"", ""('We', 'PRP')"", '(""\'ve"", \'VBP\')', ""('won', 'VBN')"", ""('all', 'DT')"", ""('single', 'JJ')"", ""('game', 'NN')"", ""('this', 'DT')"", ""('season', 'NN')"", ""('.', '.')""]","[""('all', 'DT')""]"
4163,4163,HIND558795, ,2,[],[]
4164,4164,HIND560449,There are six apartments in this building. Every one has a balcony.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('six', 'CD')"", ""('apartments', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('building', 'NN')"", ""('.', '.')"", ""('Every', 'DT')"", ""('one', 'NN')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('balcony', 'NN')"", ""('.', '.')""]","[""('Every', 'DT')""]"
4165,4165,HIND560449,There are six apartments in this building. Each one has a balcony.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('six', 'CD')"", ""('apartments', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('building', 'NN')"", ""('.', '.')"", ""('Each', 'DT')"", ""('one', 'NN')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('balcony', 'NN')"", ""('.', '.')""]",[]
4166,4166,HIND560449, ,2,[],[]
4167,4167,HIND560449, ,2,[],[]
4168,4168,HIND562888,I understood most of what they said but not each single word.,2,"[""('I', 'PRP')"", ""('understood', 'VBD')"", ""('most', 'JJS')"", ""('of', 'IN')"", ""('what', 'WP')"", ""('they', 'PRP')"", ""('said', 'VBD')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('each', 'DT')"", ""('single', 'JJ')"", ""('word', 'NN')"", ""('.', '.')""]","[""('each', 'DT')""]"
4169,4169,HIND562888,I understood most of what they said but not every single word.,2,"[""('I', 'PRP')"", ""('understood', 'VBD')"", ""('most', 'JJS')"", ""('of', 'IN')"", ""('what', 'WP')"", ""('they', 'PRP')"", ""('said', 'VBD')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('every', 'DT')"", ""('single', 'JJ')"", ""('word', 'NN')"", ""('.', '.')""]",[]
4170,4170,HIND562888, ,2,[],[]
4171,4171,HIND562888, ,2,[],[]
4172,4172,HIND565588,The book is divided in five parts and both of these has three sections.,3,"[""('The', 'DT')"", ""('book', 'NN')"", ""('is', 'VBZ')"", ""('divided', 'VBN')"", ""('in', 'IN')"", ""('five', 'CD')"", ""('parts', 'NNS')"", ""('and', 'CC')"", ""('both', 'DT')"", ""('of', 'IN')"", ""('these', 'DT')"", ""('has', 'VBZ')"", ""('three', 'CD')"", ""('sections', 'NNS')"", ""('.', '.')""]","[""('both', 'DT')""]"
4173,4173,HIND565588,The book is divided in five parts and every of these has three sections.,3,"[""('The', 'DT')"", ""('book', 'NN')"", ""('is', 'VBZ')"", ""('divided', 'VBN')"", ""('in', 'IN')"", ""('five', 'CD')"", ""('parts', 'NNS')"", ""('and', 'CC')"", ""('every', 'DT')"", ""('of', 'IN')"", ""('these', 'DT')"", ""('has', 'VBZ')"", ""('three', 'CD')"", ""('sections', 'NNS')"", ""('.', '.')""]","[""('every', 'DT')""]"
4174,4174,HIND565588,The book is divided in five parts and each of these has three sections.,3,"[""('The', 'DT')"", ""('book', 'NN')"", ""('is', 'VBZ')"", ""('divided', 'VBN')"", ""('in', 'IN')"", ""('five', 'CD')"", ""('parts', 'NNS')"", ""('and', 'CC')"", ""('each', 'DT')"", ""('of', 'IN')"", ""('these', 'DT')"", ""('has', 'VBZ')"", ""('three', 'CD')"", ""('sections', 'NNS')"", ""('.', '.')""]",[]
4175,4175,HIND565588, ,3,[],[]
4176,4176,HIND569180,There's a train to London each  hour.,2,"[""('There', 'EX')"", '(""\'s"", \'VBZ\')', ""('a', 'DT')"", ""('train', 'NN')"", ""('to', 'TO')"", ""('London', 'NNP')"", ""('each', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]","[""('each', 'DT')""]"
4177,4177,HIND569180,There's a train to London every hour.,2,"[""('There', 'EX')"", '(""\'s"", \'VBZ\')', ""('a', 'DT')"", ""('train', 'NN')"", ""('to', 'TO')"", ""('London', 'NNP')"", ""('every', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]",[]
4178,4178,HIND569180, ,2,[],[]
4179,4179,HIND569180, ,2,[],[]
4180,4180,HIND632071,Don't call me at 8. I will be doing my homework then.,1,"[""('Do', 'VBP')"", '(""n\'t"", \'RB\')', ""('call', 'VB')"", ""('me', 'PRP')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('.', '.')"", ""('I', 'PRP')"", ""('will', 'MD')"", ""('be', 'VB')"", ""('doing', 'VBG')"", ""('my', 'PRP$')"", ""('homework', 'NN')"", ""('then', 'RB')"", ""('.', '.')""]",[]
4181,4181,HIND632071,Don't call me at 8. will I be doing my homework then.,1,"[""('Do', 'VBP')"", '(""n\'t"", \'RB\')', ""('call', 'VB')"", ""('me', 'PRP')"", ""('at', 'IN')"", ""('8.', 'CD')"", ""('will', 'MD')"", ""('I', 'PRP')"", ""('be', 'VB')"", ""('doing', 'VBG')"", ""('my', 'PRP$')"", ""('homework', 'NN')"", ""('then', 'RB')"", ""('.', '.')""]","[""('8.', 'CD')""]"
4182,4182,HIND632071,Don't call me at 8. I am doing my homework then.,1,"[""('Do', 'VBP')"", '(""n\'t"", \'RB\')', ""('call', 'VB')"", ""('me', 'PRP')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('.', '.')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('doing', 'VBG')"", ""('my', 'PRP$')"", ""('homework', 'NN')"", ""('then', 'RB')"", ""('.', '.')""]","[""('am', 'VBP')""]"
4183,4183,HIND632071,Don't call me at 8. I was doing my homework then.,1,"[""('Do', 'VBP')"", '(""n\'t"", \'RB\')', ""('call', 'VB')"", ""('me', 'PRP')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('.', '.')"", ""('I', 'PRP')"", ""('was', 'VBD')"", ""('doing', 'VBG')"", ""('my', 'PRP$')"", ""('homework', 'NN')"", ""('then', 'RB')"", ""('.', '.')""]","[""('was', 'VBD')""]"
4184,4184,HIND634331,What will you be doing this time next week?,1,"[""('What', 'WP')"", ""('will', 'MD')"", ""('you', 'PRP')"", ""('be', 'VB')"", ""('doing', 'VBG')"", ""('this', 'DT')"", ""('time', 'NN')"", ""('next', 'JJ')"", ""('week', 'NN')"", ""('?', '.')""]",[]
4185,4185,HIND634331,What you will be doing this time next week?,1,"[""('What', 'WP')"", ""('you', 'PRP')"", ""('will', 'MD')"", ""('be', 'VB')"", ""('doing', 'VBG')"", ""('this', 'DT')"", ""('time', 'NN')"", ""('next', 'JJ')"", ""('week', 'NN')"", ""('?', '.')""]",[]
4186,4186,HIND634331,What will be you doing this time next week?,1,"[""('What', 'WP')"", ""('will', 'MD')"", ""('be', 'VB')"", ""('you', 'PRP')"", ""('doing', 'VBG')"", ""('this', 'DT')"", ""('time', 'NN')"", ""('next', 'JJ')"", ""('week', 'NN')"", ""('?', '.')""]",[]
4187,4187,HIND634331,What were you doing this time next week?,1,"[""('What', 'WP')"", ""('were', 'VBD')"", ""('you', 'PRP')"", ""('doing', 'VBG')"", ""('this', 'DT')"", ""('time', 'NN')"", ""('next', 'JJ')"", ""('week', 'NN')"", ""('?', '.')""]","[""('were', 'VBD')""]"
4188,4188,HIND637065,Where will you be living in five years time?,1,"[""('Where', 'WRB')"", ""('will', 'MD')"", ""('you', 'PRP')"", ""('be', 'VB')"", ""('living', 'VBG')"", ""('in', 'IN')"", ""('five', 'CD')"", ""('years', 'NNS')"", ""('time', 'NN')"", ""('?', '.')""]",[]
